Floor_Area,Floor_Number,ofPeople_service,ofPeople_living,ofPeople_bedroom,Construction_recorded,schedule_recorded,Window_Count,w_north,w_north-east,w_east,w_south-east,w_south,w_south-west,w_west,w_north-west,total_window_area,o_north,o_north-east,o_east,o_south-east,o_south,o_south-west,o_west,o_north-west,Cooling,Heating,Lighting,Equipment
78.46,3,0.068,0.068,0.034,0,0,3,0,1,0,1,0,0,0,0,9.23,1,0,0,0,0,0,0,0,18.34,41.4,7.69,2.38
122.82,5,0.161,0.161,0.161,0,0,4,0,0,0,0,1,0,1,0,11.6,0,0,0,0,0,0,0,1,39.77,34.51,5.92,1.59
87.18,3,0.046,0.046,0.023,0,1,4,0,1,0,1,0,0,0,0,11.13,0,1,0,0,0,0,0,0,28.54,26.38,12.58,2.38
63.14,3,0.069,0.069,0.034,0,1,3,1,0,0,0,0,0,1,0,9.16,0,0,0,1,1,0,0,0,22.23,34.75,7.87,2.38
115.89,5,0.027,0.027,0.027,0,1,4,0,0,0,1,0,1,0,0,12.81,0,0,0,0,0,0,0,0,20.15,24.16,8.11,1.59
66.5,5,0.192,0.192,0.192,0,0,4,0,0,0,0,1,0,1,0,11.29,0,0,0,0,0,0,0,0,43.41,35.39,5.92,1.59
72.27,2,0.074,0.074,0.037,0,2,3,0,0,0,1,0,1,0,0,8.9,0,0,0,0,0,0,0,0,34.57,35.71,7.34,2.38
65.25,5,0.27,0.27,0.135,0,0,3,0,0,1,0,1,0,0,0,10.36,0,0,0,0,0,0,0,0,53.9,42.97,7.7,2.38
42.42,1,0.048,0.048,0.024,0,1,3,0,0,0,0,1,0,1,0,11.07,1,0,0,0,1,0,0,0,39.17,21.47,7.23,2.38
113.05,3,0.146,0.146,0.073,1,2,4,0,0,0,1,0,1,0,0,9.82,1,1,0,0,0,1,1,1,45.34,33.88,6.91,2.38
48.49,3,0.307,0.307,0.154,0,0,4,0,0,0,1,0,1,0,0,10.32,0,0,0,0,0,0,0,0,27.83,29.64,11.59,2.38
54.61,5,0.216,0.216,0.108,0,0,5,1,0,1,0,0,0,1,0,13.08,0,0,0,1,1,0,0,0,39.93,53.22,7.1,2.38
106.55,2,0.105,0.105,0.052,1,2,4,0,1,0,1,0,0,0,0,10.98,0,0,0,0,1,0,0,0,12.7,17.5,13.04,2.38
189.63,1,0.083,0.083,0.083,0,0,4,1,0,1,0,0,0,0,0,12.79,1,0,0,0,1,1,0,1,14.06,23.61,8.94,1.59
57.15,1,0.049,0.049,0.049,0,1,7,0,1,0,1,0,1,0,0,14,1,0,0,0,0,0,0,1,16.85,46.2,8.9,1.59
67.59,1,0.056,0.056,0.028,0,0,3,0,0,0,0,1,0,1,0,10.2,0,1,0,0,0,0,0,0,26.98,23.11,8.12,2.38
56.41,1,0.049,0.049,0.049,0,2,4,0,0,0,1,0,1,0,0,9.54,0,0,0,1,0,0,0,0,11.34,34.14,9.85,1.59
146.76,5,0.048,0.048,0.024,0,1,4,0,0,0,1,0,0,1,0,11.46,1,1,1,1,0,0,0,0,51.62,48.17,7.11,2.38
143.42,1,0.076,0.076,0.038,0,2,4,0,0,1,0,1,1,0,0,8.8,0,0,0,0,0,0,0,0,29.34,40.48,9.05,2.38
99.67,6,0.098,0.098,0.049,0,0,4,1,0,0,0,0,0,1,1,13.6,1,0,0,1,1,0,0,0,38.48,33.65,7.15,2.38
51.74,4,0.144,0.144,0.072,0,0,4,0,0,1,0,1,0,0,0,11.07,1,0,0,0,1,1,0,1,41.59,30.62,7.41,2.38
60.85,4,0.213,0.213,0.106,0,0,4,1,0,1,0,0,0,0,0,11.77,0,0,1,1,1,0,0,0,32.94,19.29,8.87,2.38
150.88,1,0.144,0.144,0.072,0,0,3,1,0,1,0,0,0,0,0,11.07,1,0,0,0,1,0,0,1,18.59,23.61,7.63,2.38
53.8,4,0.36,0.36,0.18,0,0,5,0,0,1,0,1,0,1,0,13.08,0,0,0,1,1,0,0,0,53.49,82.65,6.94,2.38
64.33,5,0.052,0.052,0.026,0,1,4,0,1,0,0,0,0,0,1,10.51,1,0,1,1,1,0,0,0,35.7,34.09,9.99,2.38
61.67,6,0.132,0.132,0.132,0,0,4,0,0,0,1,0,1,0,0,10.03,0,1,0,0,0,0,0,0,62.07,62.38,5.86,1.59
102.23,2,0.232,0.232,0.116,0,0,3,0,0,0,1,0,1,0,0,11.62,0,0,0,0,0,0,1,1,36.36,25.79,9.17,2.38
51.85,2,0.052,0.052,0.052,0,2,4,0,1,0,1,0,0,0,0,9.43,0,0,0,0,0,0,0,0,11.62,35.31,8.67,1.59
53.25,3,0.085,0.085,0.042,0,2,5,0,0,1,0,1,0,1,0,11.95,0,0,0,0,0,1,0,0,55.22,54.12,6.91,2.38
131.35,5,0.046,0.046,0.023,0,1,3,0,0,0,0,0,1,0,1,11.62,1,0,0,0,0,0,1,1,57.53,35.77,7.06,2.38
105.01,1,0.23,0.23,0.115,0,0,3,0,0,0,0,0,1,0,1,8.88,0,0,0,1,0,0,0,0,20.31,31.25,11.67,2.38
97.49,4,0.073,0.073,0.037,0,1,4,0,0,0,1,0,0,1,0,9.13,0,1,0,0,0,1,0,0,28.79,41.16,8.25,2.38
64.33,3,0.052,0.052,0.026,0,1,3,1,0,1,0,0,0,0,0,10.71,1,0,0,0,0,1,1,1,18.98,34.04,8.36,2.38
55.99,1,0.083,0.083,0.083,0,0,4,0,1,0,0,0,0,0,1,16.13,0,0,1,1,0,0,0,1,12.25,19.11,6.92,1.59
52.53,4,0.02,0.02,0.02,0,2,4,0,0,0,0,1,0,1,0,15.6,1,1,1,1,1,0,1,1,33.56,19.25,5.87,1.59
51.13,3,0.039,0.039,0.039,0,0,4,1,0,0,0,0,0,1,0,10.64,0,0,1,0,0,1,0,0,20.3,28.31,6.11,1.59
79.34,5,0.105,0.105,0.052,0,0,4,0,1,0,1,0,0,0,0,12.85,1,1,0,0,0,1,1,0,31.48,23.37,9.83,2.38
140.49,1,0.137,0.137,0.069,0,0,5,0,1,0,1,0,1,0,0,15.98,0,0,0,0,0,0,0,0,17.57,35.54,10.13,2.38
79.34,4,0.027,0.027,0.027,0,2,4,0,0,0,1,0,1,0,0,13.48,1,1,1,0,1,1,1,0,43.13,28.06,5.87,1.59
49.36,3,0.041,0.041,0.041,0,0,7,0,1,0,1,0,1,0,0,15.56,0,0,1,1,0,0,0,0,35.23,57.69,7.18,1.59
57.85,3,0.042,0.042,0.021,0,1,5,0,1,0,0,0,1,0,1,17.23,0,0,0,0,0,0,0,0,21.49,34.02,11.66,2.38
84.54,5,0.069,0.069,0.034,0,2,6,0,0,1,1,0,0,1,0,13.01,0,0,0,0,0,0,0,0,62.46,90.18,6.95,2.38
97.85,1,0.275,0.275,0.138,0,0,5,0,1,0,1,0,1,0,0,14.49,0,0,0,0,0,0,0,0,34.85,32.78,9.77,2.38
75.71,1,0.039,0.039,0.019,0,0,3,0,0,0,0,0,1,0,1,12.17,0,0,1,1,0,0,0,0,13.01,25.94,9.55,2.38
50.58,1,0.063,0.063,0.031,0,2,3,0,0,0,0,0,1,0,1,9.69,0,0,0,0,0,0,0,0,16.54,31.75,11.02,2.38
84.38,1,0.022,0.022,0.022,0,2,4,0,0,0,1,0,1,0,0,14.38,0,0,1,1,0,0,0,1,15.74,21.53,9.28,1.59
56.41,1,0.393,0.393,0.196,0,0,5,0,1,0,1,0,0,0,1,12.64,0,0,0,0,0,0,0,0,31.77,42.62,8.39,2.38
101.39,2,0.172,0.172,0.172,0,0,4,0,1,0,1,0,0,0,0,9.34,1,0,0,0,0,0,0,1,18,33.87,9.68,1.59
61.47,3,0.065,0.065,0.033,0,0,4,0,1,0,1,0,0,0,0,9.59,0,0,0,0,0,0,0,0,38.99,30.2,12.15,2.38
52.43,5,0.224,0.224,0.112,0,0,3,0,0,0,0,1,0,1,0,11.36,0,0,1,0,0,0,0,0,38.26,28.85,7.31,2.38
104.09,4,0.056,0.056,0.028,0,0,4,0,1,0,0,0,0,0,1,10.35,1,0,0,0,0,0,1,1,30.91,32.42,9.35,2.38
136.64,1,0.057,0.057,0.057,0,0,4,0,0,1,0,1,0,0,0,15.18,0,0,0,1,0,0,0,0,16.4,17.16,8.79,1.59
73.13,5,0.129,0.129,0.065,0,0,5,0,1,0,1,0,1,0,0,18.35,0,0,0,0,0,0,1,0,61.63,56,7.07,2.38
72.77,1,0.062,0.062,0.062,0,0,4,1,0,1,0,0,0,0,0,14.6,0,0,1,0,1,0,0,1,15.86,20.61,9.48,1.59
84.46,6,0.217,0.217,0.109,0,0,5,0,1,0,1,0,0,0,1,16.3,0,0,0,0,0,0,0,0,52.94,46.87,6.97,2.38
47.32,5,0.345,0.345,0.172,0,0,3,0,1,0,1,0,0,0,0,10.01,0,0,0,0,0,0,0,0,59.01,53.11,7.13,2.38
63.13,3,0.097,0.097,0.049,1,2,4,1,1,0,1,0,0,0,0,11.81,0,0,1,0,1,1,0,0,36.97,30.93,7.27,2.38
53.03,4,0.017,0.017,0.017,0,2,4,1,0,0,0,0,0,1,0,16.05,0,0,0,1,1,1,0,0,13.67,20.07,6.81,1.59
83.85,2,0.025,0.025,0.013,0,1,3,0,1,0,0,0,0,0,1,15.22,1,0,0,0,1,1,1,1,23.85,19.08,7.44,2.38
80.01,5,0.079,0.079,0.04,0,1,4,0,0,0,1,0,1,0,0,8.69,0,0,0,0,0,0,1,1,50.8,47.69,7.21,2.38
61.47,3,0.309,0.309,0.154,0,0,3,0,0,0,0,0,1,0,1,9.9,0,0,0,0,0,0,0,0,30.55,30.22,7.58,2.38
66.5,6,0.347,0.347,0.174,0,0,6,1,0,0,0,1,0,1,1,12.88,0,0,0,1,0,0,1,0,59.69,62.7,6.83,2.38
92.77,1,0.344,0.344,0.172,0,0,4,0,0,1,0,1,0,0,0,9.16,0,1,0,1,1,0,0,0,43.1,28.87,10.22,2.38
52.44,2,0.297,0.297,0.297,0,0,4,1,0,0,0,0,0,1,0,8.74,0,0,0,0,0,0,0,0,21.47,33.02,6.08,1.59
180.83,4,0.08,0.08,0.04,0,0,3,0,0,0,1,0,1,0,0,16.55,0,1,1,1,1,1,1,1,43.75,42.24,6.92,2.38
155.43,2,0.227,0.227,0.114,0,0,4,0,0,0,0,0,1,0,1,8.73,0,0,0,0,0,0,0,0,29.82,32.57,11.55,2.38
119.19,2,0.046,0.046,0.023,0,2,5,0,1,0,0,0,1,0,1,15.98,0,0,0,0,0,0,0,0,30.93,43.21,7.32,2.38
61.05,4,0.184,0.184,0.092,0,0,4,1,0,0,0,0,0,1,1,9.87,1,1,0,0,1,0,0,1,36.22,33.79,7.08,2.38
67.29,6,0.319,0.319,0.16,0,0,4,0,0,0,1,0,1,0,0,9.62,0,0,1,1,0,0,0,0,73.08,42.46,8.32,2.38
112.06,5,0.041,0.041,0.041,0,1,4,0,0,0,0,1,0,1,0,10.48,0,0,1,0,0,0,0,0,40.18,31.41,5.86,1.59
84.12,3,0.207,0.207,0.104,0,0,4,0,1,1,0,1,0,0,0,9.98,0,0,0,0,0,0,0,0,24.47,39.89,8.22,2.38
65.09,5,0.052,0.052,0.026,0,2,3,0,1,0,0,0,0,0,1,10.57,0,1,0,0,1,0,0,0,25.09,35.75,7.45,2.38
139.23,4,0.175,0.175,0.175,0,0,4,0,0,0,1,0,1,0,0,8.65,0,1,0,0,0,0,0,1,28.7,35.61,7.18,1.59
77.62,3,0.129,0.129,0.129,0,0,4,0,1,0,1,0,0,0,0,10.11,0,1,0,0,0,0,0,0,13.03,30.57,9.22,1.59
97.61,4,0.023,0.023,0.023,0,1,4,1,0,1,0,0,0,0,0,13.61,1,0,0,0,0,0,0,1,22.83,21.51,5.92,1.59
60,6,0.024,0.024,0.024,0,1,4,1,0,0,0,0,0,1,0,13.33,0,0,0,1,0,1,0,0,36.57,27.82,5.81,1.59
84.38,1,0.114,0.114,0.114,0,0,4,0,0,0,1,0,1,0,0,13.79,0,0,0,1,1,1,0,0,21.31,14.64,7.33,1.59
107.48,5,0.279,0.279,0.139,0,0,4,0,0,0,1,0,1,0,0,10.35,1,0,0,0,0,0,0,1,38.61,26.98,9.65,2.38
61.7,3,0.218,0.218,0.109,0,0,4,0,0,0,0,0,1,0,1,10,0,0,0,0,0,0,0,0,29.64,38.45,12.81,2.38
111.51,3,0.141,0.141,0.141,0,0,4,0,1,0,1,0,0,0,0,9.86,0,0,0,0,1,0,0,0,18.83,31.05,8.12,1.59
83.7,2,0.179,0.179,0.179,0,0,4,1,0,1,0,0,0,0,0,11.07,1,0,0,0,1,0,0,1,13.73,24.58,7.34,1.59
54.76,6,0.229,0.229,0.114,0,0,3,0,1,0,1,0,0,0,0,8.74,0,0,0,0,0,0,0,0,58.92,45.48,7.02,2.38
75.05,6,0.285,0.285,0.142,0,0,3,0,1,0,0,0,0,0,1,10.06,0,0,0,0,0,0,0,0,46.4,36.46,7.02,2.38
71.73,2,0.039,0.039,0.039,0,1,4,0,0,0,0,0,1,0,1,10.61,0,0,0,0,0,0,0,0,19.62,28.82,6.18,1.59
92.99,1,0.193,0.193,0.193,0,0,4,0,1,0,0,0,0,0,1,11.07,0,0,0,0,0,0,0,0,13.27,29.2,7.15,1.59
81.07,5,0.065,0.065,0.033,0,0,4,1,1,0,1,0,0,0,0,9.59,0,0,0,0,0,0,0,0,42.1,35.03,7.22,2.38
164.82,6,0.037,0.037,0.018,0,1,3,0,1,0,0,0,0,0,1,12.51,0,0,0,0,0,0,0,0,36.98,38.38,7.04,2.38
77.57,5,0.285,0.285,0.285,0,0,4,0,0,0,0,0,1,0,1,8.94,1,0,0,0,0,1,1,1,57.39,36.64,5.74,1.59
145.16,1,0.35,0.35,0.175,0,0,4,1,1,0,1,0,0,0,0,10.04,1,1,1,0,0,0,0,0,31.22,33.89,7.31,2.38
72.24,1,0.056,0.056,0.028,0,1,5,1,0,0,0,1,0,1,0,14.33,0,0,0,1,0,0,0,0,20.96,35.51,8.37,2.38
63.62,1,0.146,0.146,0.146,0,0,4,1,0,0,0,0,0,1,0,9.63,0,0,0,0,0,0,0,0,13.85,32.69,6.61,1.59
49.23,3,0.075,0.075,0.038,0,0,4,0,1,0,1,0,0,0,0,8.84,0,0,0,0,0,0,0,0,19.33,40.92,12.84,2.38
131.98,5,0.231,0.231,0.116,0,0,3,0,0,0,0,0,1,0,1,11.18,0,0,0,0,0,0,0,0,35.43,22.67,7.47,2.38
86.22,5,0.328,0.328,0.164,0,0,4,0,0,0,0,0,1,0,1,9.72,0,0,0,0,0,1,0,0,36.55,32.3,9.32,2.38
159.81,2,0.08,0.08,0.04,0,0,3,1,0,0,0,0,0,1,0,15.6,1,1,1,1,1,1,1,1,25.23,19.08,6.95,2.38
77.71,4,0.065,0.065,0.032,0,0,3,0,0,0,1,0,1,0,0,10.37,0,0,0,0,0,0,0,0,50.92,42.14,7.27,2.38
82.47,5,0.077,0.077,0.038,0,1,3,0,0,0,0,0,1,0,1,8.87,0,0,0,0,0,0,0,0,59.3,43.83,7.22,2.38
76.46,2,0.376,0.376,0.188,0,0,4,0,1,0,0,0,0,0,1,8.84,0,0,0,0,0,0,0,1,24.77,26.1,11.35,2.38
158.24,6,0.452,0.452,0.226,0,0,5,0,1,0,0,0,1,0,1,11.36,1,1,1,1,0,0,1,1,87.27,82.14,6.84,2.38
106.55,2,0.303,0.303,0.152,0,0,5,0,1,0,1,0,1,0,0,14.07,0,0,0,0,0,0,0,0,37.25,37.94,7.36,2.38
53.79,4,0.328,0.328,0.164,0,0,4,0,1,0,1,0,0,0,0,9.54,0,1,0,0,0,0,0,0,19.92,32.88,11.97,2.38
71.92,2,0.037,0.037,0.037,0,2,4,0,0,0,0,0,1,0,1,11.1,0,0,0,1,1,1,0,0,27.61,20.4,6.06,1.59
130.62,4,0.061,0.061,0.031,0,2,4,1,1,0,0,0,0,1,0,9.9,1,0,0,0,0,0,0,0,33.8,34.79,7.15,2.38
105.15,1,0.119,0.119,0.119,0,0,7,0,1,0,1,0,1,0,0,15.33,1,0,0,0,0,0,0,1,20.83,41.91,8.86,1.59
75.03,5,0.117,0.117,0.117,0,0,4,0,0,0,1,0,1,0,0,13.72,0,0,0,1,1,1,1,1,22.9,18.74,6.95,1.59
58.03,3,0.055,0.055,0.028,0,0,3,0,1,0,0,0,0,0,1,10.25,0,0,0,0,0,0,0,0,16.95,37.78,7.35,2.38
65.87,3,0.028,0.028,0.028,0,2,4,0,1,0,1,0,0,0,0,12.99,0,1,0,0,0,1,0,0,19.39,19.22,7.76,1.59
51.29,1,0.033,0.033,0.016,0,1,4,1,0,1,1,0,0,0,0,13.6,1,0,0,1,1,0,0,0,22.22,25.31,7.52,2.38
75.6,3,0.066,0.066,0.033,0,0,3,0,1,0,0,0,0,0,1,9.72,0,0,1,0,0,0,0,0,22.05,37.12,7.44,2.38
70.22,3,0.028,0.028,0.014,0,1,3,0,0,1,0,1,0,0,0,14.6,0,0,1,0,1,0,0,1,33.82,28.54,7.21,2.38
97.98,4,0.159,0.159,0.079,0,0,4,1,1,0,1,0,0,0,0,10.61,0,0,0,0,0,0,0,0,25.46,33.3,7.52,2.38
49.81,5,0.036,0.036,0.036,0,1,4,0,0,0,0,1,0,1,0,11.07,1,0,1,0,1,0,0,0,51.64,35.08,5.83,1.59
77.57,4,0.105,0.105,0.052,1,2,3,0,0,0,1,0,1,0,0,11,0,0,0,0,0,0,0,0,21.16,22.42,8.64,2.38
49.8,4,0.16,0.16,0.16,0,0,7,0,1,0,1,0,1,0,0,16.85,0,0,0,1,0,0,1,0,23.72,39.82,8.98,1.59
65.45,2,0.15,0.15,0.15,0,0,4,0,0,1,0,1,0,0,0,12.25,1,0,0,0,1,0,1,0,18.17,21.53,8.83,1.59
52.85,2,0.047,0.047,0.047,0,2,4,0,1,0,1,0,0,0,0,9.88,0,1,1,1,1,0,0,0,29.77,22.42,7.23,1.59
53.79,3,0.066,0.066,0.033,0,1,3,0,0,0,0,0,1,0,1,9.47,0,0,0,0,0,0,0,0,24.87,31.59,10.55,2.38
112.06,4,0.393,0.393,0.197,0,0,4,0,0,1,1,0,0,0,1,8.67,0,0,0,0,0,0,0,0,39.27,37.38,7.34,2.38
94.36,1,0.07,0.07,0.035,0,0,5,0,1,0,1,0,0,0,1,13.53,0,0,0,0,0,0,0,0,16.32,48.67,10.49,2.38
65.25,5,0.392,0.392,0.196,0,0,4,1,0,1,0,0,0,0,0,9.11,0,1,1,1,0,0,0,0,43.45,35.34,8.31,2.38
48.49,3,0.235,0.235,0.235,0,0,4,0,0,0,0,0,1,0,1,9.86,0,0,1,0,1,0,0,0,30.56,21.91,7.03,1.59
75.31,5,0.156,0.156,0.156,0,0,4,1,0,1,0,0,0,0,0,11.9,0,0,0,0,1,0,0,0,14.49,23.93,8.96,1.59
65.93,4,0.357,0.357,0.179,0,0,3,0,1,0,1,0,0,0,0,8.98,0,0,0,0,0,0,1,1,29.24,33.59,7.47,2.38
64.46,3,0.163,0.163,0.163,0,0,4,0,0,0,1,0,1,0,0,9,0,0,0,0,0,0,0,0,18.57,33.95,6.45,1.59
69.99,5,0.077,0.077,0.038,0,1,3,0,0,0,1,0,1,0,0,8.87,0,0,0,0,0,0,0,0,69.57,68.75,6.87,2.38
99.47,4,0.114,0.114,0.114,0,0,4,0,1,0,0,0,0,0,1,13.79,0,0,0,0,1,1,0,0,19.31,21.83,5.93,1.59
75.45,3,0.026,0.026,0.026,0,2,4,1,0,0,0,0,0,1,0,12.97,0,0,0,0,0,0,0,1,20.29,25.9,5.93,1.59
61.67,4,0.273,0.273,0.137,0,0,5,0,1,0,1,0,0,0,1,14.69,0,0,1,0,0,0,0,0,45.88,42.69,7.01,2.38
125.41,4,0.174,0.174,0.174,0,0,7,0,1,0,1,0,1,0,0,13.66,1,1,1,1,1,1,1,0,53.64,94.03,5.82,1.59
87.95,2,0.188,0.188,0.094,0,0,3,0,0,0,0,0,1,0,1,9.86,0,0,1,1,0,0,0,0,34.48,29.31,7.64,2.38
49.86,1,0.401,0.401,0.201,0,0,4,0,1,0,0,0,0,1,1,9.24,1,0,0,0,0,0,1,1,38.71,36.96,7.12,2.38
76.53,2,0.375,0.375,0.188,0,0,4,0,1,0,1,0,0,0,0,8.81,0,0,0,0,0,0,1,0,21.66,35.72,11.77,2.38
149.82,5,0.228,0.228,0.228,0,0,4,0,0,0,0,0,1,0,1,9.89,1,1,0,0,0,0,0,0,35.42,23.78,5.88,1.59
43.02,2,0.236,0.236,0.118,0,0,4,0,0,1,1,0,1,0,0,8.67,0,0,0,0,0,0,0,0,31.92,39.86,8.71,2.38
123.16,6,0.062,0.062,0.031,0,1,4,0,0,0,1,0,1,0,0,9.97,0,0,0,0,0,0,0,0,61.79,51.68,7.19,2.38
53.4,1,0.078,0.078,0.039,1,2,3,0,1,0,0,0,0,0,1,12.14,0,0,1,0,0,1,0,0,10.27,17.85,12.71,2.38
61.5,3,0.116,0.116,0.058,0,0,4,0,0,0,1,0,1,0,0,12.21,0,0,0,0,0,0,0,0,16.76,27.97,12.56,2.38
89.55,1,0.209,0.209,0.105,0,0,5,0,1,0,1,0,1,0,0,16.79,0,0,0,0,0,0,0,0,31.72,32.41,7.28,2.38
100.48,1,0.081,0.081,0.04,0,2,4,1,0,0,0,0,0,1,0,8.65,0,0,0,1,1,0,0,0,24.96,36.47,12.9,2.38
124.84,2,0.237,0.237,0.118,0,0,5,0,1,0,1,0,1,0,0,15.77,0,0,0,0,0,0,0,0,39.29,43.93,7.22,2.38
93.27,5,0.054,0.054,0.027,0,2,3,0,0,0,0,1,0,1,0,10.35,0,0,0,0,0,0,0,1,53.2,41.23,7.39,2.38
98.89,3,0.323,0.323,0.161,0,0,3,1,0,1,0,0,0,0,0,9.82,0,0,0,1,0,0,1,0,31.56,26.61,7.28,2.38
107.58,5,0.188,0.188,0.188,0,0,4,0,0,0,0,0,1,0,1,10.82,0,0,1,0,1,0,0,0,30.92,24.53,6.24,1.59
102.66,4,0.042,0.042,0.042,0,0,4,0,0,0,0,0,1,0,1,10.12,1,1,0,1,0,0,1,1,18.93,28.84,7.45,1.59
107.84,2,0.215,0.215,0.108,0,0,4,1,0,0,0,0,1,0,1,11.57,0,0,0,0,0,0,0,0,30.08,26.07,7.85,2.38
52.43,5,0.03,0.03,0.03,0,0,4,0,1,0,1,0,0,0,0,12.03,0,0,0,0,0,0,0,0,25.26,34.62,9.04,1.59
52.6,2,0.233,0.233,0.116,0,0,3,0,0,0,0,0,1,0,1,8.65,0,0,0,0,0,0,0,1,31.71,30.99,7.38,2.38
83.27,6,0.143,0.143,0.143,0,0,4,0,0,0,0,1,0,1,0,9.58,1,0,0,0,0,0,0,0,57.68,44.56,5.84,1.59
133.26,2,0.309,0.309,0.154,0,0,3,0,0,0,1,0,1,0,0,9.98,0,0,0,0,0,0,0,0,29.81,28.83,8.42,2.38
50.4,1,0.161,0.161,0.08,0,0,4,0,0,0,0,1,0,1,1,13.39,1,1,1,0,0,1,0,0,19.31,23.92,8.87,2.38
89.08,5,0.074,0.074,0.037,0,1,5,0,1,0,0,0,1,0,1,15.7,0,0,0,0,0,0,0,0,65.59,64.27,6.86,2.38
76.42,5,0.061,0.061,0.061,0,0,4,0,0,1,0,1,0,0,0,8.65,0,0,1,1,1,0,0,0,50.82,52.76,5.93,1.59
52.57,3,0.065,0.065,0.033,0,2,3,0,1,0,0,0,0,0,1,9.59,0,0,0,0,0,0,0,0,17.52,29.82,8.31,2.38
105.15,4,0.057,0.057,0.028,0,1,4,0,0,0,0,0,1,0,1,10.06,0,0,0,0,0,0,0,0,25.76,34.18,11.53,2.38
95.14,4,0.1,0.1,0.1,0,0,4,0,1,0,0,0,0,0,1,15.47,0,0,1,1,0,0,0,0,15.47,22.61,6.09,1.59
76.44,1,0.033,0.033,0.033,0,1,4,1,0,0,0,0,0,1,0,11.6,0,0,0,1,1,0,0,0,13.24,27.7,7.26,1.59
86.13,4,0.032,0.032,0.032,0,1,7,0,1,0,0,0,1,0,1,17.3,1,1,1,1,0,0,0,1,42.24,35.17,5.84,1.59
67.02,5,0.055,0.055,0.027,0,0,4,0,0,0,0,1,1,0,1,10.33,0,0,0,0,0,0,0,0,41.73,38.78,7.21,2.38
59.26,2,0.075,0.075,0.037,0,1,3,0,1,0,0,0,0,0,1,8.82,0,0,0,0,0,0,0,0,27.85,30.64,9.55,2.38
54.8,4,0.067,0.067,0.033,0,1,3,0,1,0,0,0,0,0,1,9.39,0,0,0,0,0,0,0,0,19.94,30.87,9.64,2.38
51.13,5,0.121,0.121,0.121,0,0,4,1,0,0,0,0,0,1,0,13.35,1,0,1,1,1,0,0,0,19.65,17.46,5.96,1.59
55.3,3,0.064,0.064,0.032,0,1,4,0,1,0,1,0,0,0,0,9.7,0,0,0,0,0,0,1,1,17.35,37.79,10.36,2.38
51.37,3,0.259,0.259,0.259,0,0,4,0,0,0,0,0,1,0,1,9.34,0,0,0,0,0,0,0,0,40.4,27.37,5.95,1.59
71.63,2,0.124,0.124,0.062,0,0,3,0,0,0,0,1,0,1,0,11.95,1,0,0,0,1,1,1,0,47.73,27.89,7.05,2.38
95.65,3,0.039,0.039,0.019,0,1,3,0,0,0,1,0,1,0,0,12.17,0,1,0,1,0,0,0,0,32.12,33.72,7.06,2.38
66.57,1,0.087,0.087,0.044,1,2,4,1,1,0,0,1,0,0,0,11.61,0,0,0,0,0,0,1,0,14.91,20.21,10.7,2.38
87.85,3,0.159,0.159,0.079,1,2,4,0,0,0,0,0,1,0,1,9.16,1,0,0,0,0,0,0,1,35.9,26.6,10.74,2.38
65.45,4,0.386,0.386,0.193,0,0,4,0,1,0,1,0,0,0,0,9.3,1,1,0,0,0,1,1,0,43.91,29.09,10.8,2.38
143.42,5,0.137,0.137,0.068,0,0,5,0,1,0,1,0,1,0,0,15.89,0,0,0,0,0,0,0,0,32.81,35.44,7.94,2.38
108.65,5,0.047,0.047,0.047,0,1,4,0,1,0,1,0,0,0,0,9.69,1,0,0,0,0,0,0,0,19.77,32.81,8.6,1.59
53.25,4,0.238,0.238,0.238,0,0,4,0,0,0,0,1,0,1,0,9.58,1,0,0,0,0,0,0,0,41.23,29.95,5.89,1.59
66.62,5,0.076,0.076,0.038,0,0,3,0,1,0,1,0,0,0,0,8.8,0,0,0,0,0,0,0,0,37.74,44.18,7.07,2.38
56.6,6,0.065,0.065,0.032,0,0,3,1,0,1,0,0,0,0,0,9.82,0,0,0,1,0,0,1,0,45.61,41.96,7.05,2.38
82.4,4,0.179,0.179,0.09,0,0,3,0,1,0,1,0,0,0,0,12.81,0,0,0,0,0,0,0,0,19.16,21.38,8.3,2.38
76.88,4,0.031,0.031,0.016,0,2,3,0,0,1,0,1,0,0,0,13.61,1,0,1,0,0,0,0,0,29.75,28.98,7.2,2.38
105.01,2,0.129,0.129,0.064,0,0,3,0,0,1,0,1,0,0,0,11.6,0,0,0,0,0,0,0,0,22.42,28.85,9.27,2.38
89.33,6,0.274,0.274,0.274,0,0,4,0,1,0,1,0,0,0,0,9.82,1,1,0,0,0,1,1,1,45.73,55.9,5.86,1.59
184.48,1,0.068,0.068,0.034,0,0,3,0,0,1,0,1,0,0,0,9.38,0,0,0,0,0,0,0,0,29.25,31.3,7.3,2.38
104.09,4,0.149,0.149,0.074,0,0,5,0,1,0,1,0,1,0,0,17.27,0,0,0,0,0,0,0,0,46.75,44.25,7.39,2.38
62.5,3,0.052,0.052,0.026,0,1,4,0,0,0,0,1,0,1,1,10.56,0,0,0,0,1,0,1,0,40.81,40.06,7.13,2.38
52.53,4,0.129,0.129,0.129,0,0,4,1,0,0,0,0,0,1,0,12.97,0,0,0,0,0,0,0,1,22.58,24.74,5.9,1.59
75.45,4,0.032,0.032,0.016,0,2,3,1,0,1,0,0,0,0,0,13.68,1,1,0,1,0,1,0,1,25.22,24.23,6.97,2.38
